STUSPS	NAME	INTPTLONG	INTPTLAT
MO	Bolckow city	-94.821207	40.115217
MO	Bolivar city	-93.416709	37.606697
MO	Bonne Terre city	-90.54268	37.921102
MO	Boonville city	-92.751075	38.956477
MO	Bosworth city	-93.335558	39.469909
MO	Bourbon city	-91.249276	38.150583
MO	Bowling Green city	-91.202488	39.344774
MO	Bragg City town	-89.911302	36.268134
MO	Brandsville city	-91.696457	36.65074
MO	Branson city	-93.264105	36.645195
MO	Branson West city	-93.39309	36.688622
MO	Brashear city	-92.378842	40.148339
MO	Braymer city	-93.796245	39.590234
MO	Breckenridge city	-93.805152	39.761452
MO	Breckenridge Hills city	-90.368365	38.715731
MO	Brentwood city	-90.347608	38.619409
MO	Bridgeton city	-90.416997	38.773317
MO	Brimson village	-93.738397	40.144945
MO	Bronaugh city	-94.468513	37.694116
MO	Brookfield city	-93.077967	39.785329
MO	Brooklyn Heights town	-94.385535	37.169412
MO	Browning city	-93.160347	40.034946
MO	Brownington town	-93.722701	38.244861
MO	Brumley town	-92.484509	38.088007
MO	Brunswick city	-93.127185	39.427184
MO	Bucklin city	-92.888132	39.784024
MO	Buckner city	-94.196811	39.132481
MO	Buffalo city	-93.096564	37.64519
MO	Bull Creek village	-93.202121	36.715018
MO	Bunceton city	-92.798688	38.789683
MO	Bunker city	-91.211643	37.457594
MO	Burgess town	-94.615164	37.556094
MO	Burlington Junction city	-95.067878	40.447022
MO	Butler city	-94.339531	38.259362
MO	Butterfield village	-93.903913	36.745966
MO	Byrnes Mill city	-90.574199	38.440266
MO	Cabool city	-92.103217	37.126483
MO	Cainsville city	-93.774675	40.439802
MO	Cairo village	-92.441036	39.511227
MO	Caledonia village	-90.772354	37.764771
MO	Calhoun city	-93.623939	38.468085
MO	California city	-92.565	38.631303
MO	Callao city	-92.623703	39.762302
MO	Calverton Park village	-90.310445	38.765577
MO	Camden city	-94.019595	39.200096
MO	Camden Point city	-94.748521	39.454155
MO	Camdenton city	-92.751271	38.013223
MO	Cameron city	-94.237149	39.747555
MO	Campbell city	-90.076073	36.493044
MO	Canalou city	-89.686506	36.754019
MO	Canton city	-91.525843	40.129859
MO	Cape Girardeau city	-89.559239	37.308664
MO	Cardwell city	-90.290905	36.04748
MO	Carl Junction city	-94.542074	37.164042
MO	Carrollton city	-93.49506	39.363642
MO	Carterville city	-94.438795	37.146611
MO	Carthage city	-94.327436	37.150696
MO	Caruthersville city	-89.666904	36.181261
MO	Carytown city	-94.334407	37.2616
MO	Cassville city	-93.867772	36.678851
MO	Catron town	-89.706033	36.61104
MO	Cave town	-91.042157	39.023568
MO	Cedar Hill Lakes village	-90.656624	38.331385
MO	Center city	-91.529148	39.509557
MO	Centertown town	-92.408952	38.617995
MO	Centerview city	-93.845168	38.745398
MO	Centerville city	-90.96022	37.436496
MO	Centralia city	-92.134272	39.21062
MO	Chaffee city	-89.661242	37.181218
MO	Chain of Rocks village	-90.802289	38.915006
MO	Chain-O-Lakes village	-93.724179	36.534197
MO	Chamois city	-91.771793	38.675947
MO	Champ village	-90.453467	38.74483
MO	Charlack city	-90.34272	38.702957
MO	Charleston city	-89.333909	36.916926
MO	Chesterfield city	-90.58095	38.657772
MO	Chilhowee town	-93.85617	38.588602
MO	Chillicothe city	-93.549376	39.794748
MO	Chula city	-93.47757	39.921944
MO	Clarence city	-92.260136	39.743182
MO	Clark city	-92.359593	39.279721
MO	Clarksburg city	-92.666496	38.66132
MO	Clarksdale city	-94.550768	39.813849
MO	Clarkson Valley city	-90.592914	38.625029
MO	Clarksville city	-90.904611	39.37051
MO	Clarkton city	-89.968088	36.452045
MO	Claycomo village	-94.479487	39.198948
MO	Clayton city	-90.330128	38.644291
MO	Clearmont city	-95.032805	40.507938
MO	Cleveland city	-94.600002	38.677801
MO	Clever city	-93.475444	37.031519
MO	Cliff Village village	-94.517195	37.025142
MO	Clifton Hill city	-92.66373	39.438637
MO	Climax Springs village	-93.054127	38.101613
MO	Clinton city	-93.768142	38.371172
MO	Clyde village	-94.669362	40.265497
MO	Cobalt village	-90.286929	37.545119
MO	Coffey city	-94.006539	40.105548
MO	Cole Camp city	-93.202099	38.459643
MO	Collins village	-93.621823	37.889022
MO	Columbia city	-92.326097	38.947939
MO	Commerce village	-89.44709	37.159996
MO	Conception Junction town	-94.691363	40.268383
MO	Concordia city	-93.568553	38.987481
MO	Coney Island village	-93.397142	36.59321
MO	Conway city	-92.831003	37.506792
MO	Cool Valley city	-90.305693	38.725213
MO	Cooter city	-89.80917	36.046694
MO	Corder city	-93.638904	39.099189
MO	Corning town	-95.454571	40.24865
MO	Cosby village	-94.679777	39.863602
MO	Cottleville city	-90.658265	38.7512
MO	Country Club village	-94.823908	39.84678
MO	Country Club Hills city	-90.274841	38.720782
MO	Country Life Acres village	-90.455136	38.622468
MO	Cowgill city	-93.926246	39.560787
MO	Craig city	-95.374038	40.192736
MO	Crane city	-93.568136	36.90127
MO	Creighton city	-94.072089	38.496557
MO	Crestwood city	-90.378266	38.556903
MO	Creve Coeur city	-90.443064	38.66218
MO	Crocker city	-92.267918	37.946872
MO	Cross Timbers city	-93.229358	38.024273
MO	Crystal City city	-90.380662	38.221487
MO	Crystal Lake Park city	-90.431914	38.621225
MO	Crystal Lakes city	-94.190088	39.359958
MO	Cuba city	-91.405763	38.067094
MO	Curryville city	-91.341513	39.345743
MO	Dadeville village	-93.673968	37.479333
MO	Dalton town	-92.992063	39.397606
MO	Dardenne Prairie city	-90.730796	38.754977
MO	Darlington village	-94.399682	40.198004
MO	Dearborn city	-94.774919	39.525772
MO	Deepwater city	-93.775135	38.259188
MO	Deerfield village	-94.507702	37.838652
MO	De Kalb town	-94.923528	39.588233
MO	Dellwood city	-90.27675	38.756209
MO	Delta city	-89.73916	37.197458
MO	Dennis Acres village	-94.50429	37.046346
MO	Denver village	-94.323297	40.398948
MO	Des Arc village	-90.636051	37.283187
MO	Desloge city	-90.519142	37.875069
MO	De Soto city	-90.56083	38.140996
MO	Des Peres city	-90.448114	38.597237
MO	De Witt city	-93.219913	39.38488
MO	Dexter city	-89.962969	36.792821
MO	Diamond town	-94.315376	36.997069
MO	Diehlstadt village	-89.432344	36.959302
MO	Diggins village	-92.851478	37.173697
MO	Dixon city	-92.095877	37.995277
MO	Doniphan city	-90.82186	36.623355
MO	Doolittle city	-91.885578	37.941555
MO	Dover town	-93.689772	39.194185
MO	Downing city	-92.368616	40.486773
MO	Drexel city	-94.60383	38.500912
MO	Dudley city	-90.091603	36.789745
MO	Duenweg city	-94.412733	37.084023
MO	Duquesne village	-94.45737	37.071062
MO	Dutchtown village	-89.655725	37.250831
MO	Eagleville town	-93.985963	40.468725
MO	East Lynne city	-94.230698	38.668208
MO	Easton city	-94.639844	39.722836
MO	East Prairie city	-89.384082	36.778916
MO	Edgar Springs city	-91.867883	37.705005
MO	Edgerton city	-94.628993	39.502186
MO	Edina city	-92.172993	40.168013
MO	Edmundson city	-90.365653	38.73494
MO	Eldon city	-92.576686	38.351133
MO	El Dorado Springs city	-94.019955	37.869698
MO	Ellington city	-90.972433	37.235661
MO	Ellisville city	-90.58832	38.589478
MO	Ellsinore city	-90.747386	36.933012
MO	Elmer city	-92.648804	39.957905
MO	Elmira village	-94.154644	39.508636
MO	Elmo city	-95.116813	40.518844
MO	Elsberry city	-90.787909	39.168336
MO	Emerald Beach village	-93.670794	36.574195
MO	Eminence city	-91.358714	37.150889
MO	Emma city	-93.495256	38.975309
MO	Eolia village	-91.013232	39.238374
MO	Essex city	-89.862626	36.811805
MO	Ethel town	-92.74071	39.893781
MO	Eureka city	-90.64787	38.499162
MO	Evergreen village	-92.597081	37.551951
MO	Everton city	-93.702709	37.343178
MO	Ewing city	-91.714683	40.008749
MO	Excelsior Estates village	-94.208184	39.38995
MO	Excelsior Springs city	-94.238292	39.340226
MO	Exeter city	-93.939886	36.670711
MO	Fairfax city	-95.392039	40.339503
MO	Fair Grove city	-93.152156	37.383308
MO	Fair Play city	-93.57718	37.633576
MO	Fairview town	-94.086649	36.817275
MO	Farber city	-91.576708	39.274236
MO	Farley village	-94.828423	39.288764
MO	Farmington city	-90.42958	37.7824
MO	Fayette city	-92.685669	39.147294
MO	Fenton city	-90.450541	38.528559
MO	Ferguson city	-90.295827	38.748829
MO	Ferrelview village	-94.665396	39.314244
MO	Festus city	-90.409603	38.219889
MO	Fidelity town	-94.309564	37.08172
MO	Fillmore city	-94.973146	40.025302
MO	Fisk city	-90.207514	36.782276
MO	Fleming city	-94.052054	39.195519
MO	Flemington village	-93.501444	37.803875
MO	Flint Hill city	-90.868394	38.863717
MO	Flordell Hills city	-90.264906	38.717337
MO	Florida village	-91.790239	39.492654
MO	Florissant city	-90.327077	38.799725
MO	Foley city	-90.7414	39.045709
MO	Fordland city	-92.941935	37.154575
MO	Forest City city	-95.188423	39.982845
MO	Foristell city	-90.968426	38.812666
MO	Forsyth city	-93.116126	36.699557
MO	Fortescue town	-95.317645	40.051796
MO	Foster village	-94.50828	38.166697
MO	Fountain N' Lakes village	-90.849255	38.968906
MO	Frankford city	-91.32101	39.493252
MO	Franklin city	-92.754878	39.011315
MO	Fredericktown city	-90.303508	37.56295
MO	Freeburg village	-91.922331	38.316104
MO	Freeman city	-94.506448	38.622978
MO	Freistatt village	-93.897588	37.021347
MO	Fremont Hills city	-93.252962	37.064636
MO	Frohna city	-89.619791	37.637557
MO	Frontenac city	-90.418919	38.629921
MO	Fulton city	-91.950802	38.855146
MO	Gainesville city	-92.424633	36.606278
MO	Galena city	-93.469499	36.803813
MO	Gallatin city	-93.964011	39.910352
MO	Galt city	-93.387917	40.127258
MO	Garden City city	-94.195167	38.562133
MO	Gasconade city	-91.559935	38.670263
MO	Gentry village	-94.423258	40.332568
MO	Gerald city	-91.330281	38.399352
MO	Gerster town	-93.576778	37.955122
MO	Gibbs village	-92.41662	40.099017
MO	Gideon city	-89.906147	36.444495
MO	Gilliam city	-93.004127	39.232738
MO	Gilman City city	-93.873915	40.131213
MO	Ginger Blue village	-94.459639	36.589913
MO	Gladstone city	-94.558956	39.21298
MO	Glasgow city	-92.83993	39.228149
MO	Glenaire city	-94.451461	39.219727
MO	Glen Allen town	-90.028133	37.316993
MO	Glendale city	-90.382556	38.593525
MO	Glen Echo Park village	-90.296287	38.700843
MO	Glenwood village	-92.575903	40.523476
MO	Golden City city	-94.09505	37.393583
MO	Goodman town	-94.409167	36.738821
MO	Goodnight village	-93.229865	37.452034
MO	Gordonville village	-89.673855	37.311093
MO	Goss town	-91.944747	39.514635
MO	Gower city	-94.591369	39.617011
MO	Graham town	-95.040442	40.201081
MO	Grain Valley city	-94.20806	39.015625
MO	Granby city	-94.262475	36.919668
MO	Grand Falls Plaza town	-94.539253	37.036161
MO	Grandin city	-90.821949	36.830931
MO	Grand Pass village	-93.442639	39.204942
MO	Grandview city	-94.522744	38.881359
MO	Granger village	-91.973506	40.466959
MO	Grant City town	-94.413458	40.485779
MO	Grantwood Village town	-90.353131	38.550932
MO	Gravois Mills town	-92.824996	38.299525
MO	Greencastle city	-92.875864	40.258618
MO	Green City city	-92.961534	40.264833
MO	Greendale city	-90.312368	38.69388
MO	Greenfield city	-93.842884	37.416084
MO	Green Park city	-90.336521	38.524417
MO	Green Ridge city	-93.409858	38.62125
MO	Greentop city	-92.566116	40.351114
MO	Greenville city	-90.448338	37.127461
MO	Greenwood city	-94.342054	38.852761
MO	Guilford town	-94.735772	40.16862
MO	Gunn City village	-94.163994	38.665983
MO	Hale city	-93.343306	39.605085
MO	Halfway village	-93.240518	37.618804
MO	Hallsville city	-92.226486	39.118513
MO	Halltown village	-93.629094	37.19451
MO	Hamilton city	-94.002401	39.742573
MO	Hanley Hills village	-90.32508	38.685624
MO	Hannibal city	-91.393504	39.710123
MO	Hardin city	-93.831326	39.26758
MO	Harris town	-93.350379	40.306148
MO	Harrisburg town	-92.459559	39.140237
MO	Harrisonville city	-94.347	38.652493
MO	Hartsburg town	-92.30713	38.697182
MO	Hartville city	-92.513336	37.250321
MO	Harwood village	-94.153934	37.956683
MO	Hawk Point city	-91.131742	38.971303
MO	Hayti city	-89.747362	36.232528
MO	Hayti Heights city	-89.7682	36.231165
MO	Haywood City village	-89.600283	37.011679
MO	Hazelwood city	-90.395834	38.794845
MO	Henrietta city	-93.938534	39.237111
MO	Herculaneum city	-90.39313	38.257558
MO	Hermann city	-91.434865	38.697652
MO	Hermitage city	-93.328956	37.945134
MO	Higbee city	-92.51283	39.30602
MO	Higginsville city	-93.729076	39.06316
MO	High Hill city	-91.377617	38.875342
MO	Highlandville city	-93.282567	36.939482
MO	Hillsboro city	-90.566655	38.232278
MO	Hillsdale village	-90.286894	38.685698
MO	Hoberg village	-93.849257	37.068198
MO	Holcomb city	-90.024838	36.401341
MO	Holden city	-93.989412	38.713456
MO	Holland town	-89.870531	36.057046
MO	Holliday village	-92.131482	39.493663
MO	Hollister city	-93.232575	36.606082
MO	Holt city	-94.346834	39.455
MO	Holts Summit city	-92.113984	38.647195
MO	Homestead village	-94.200536	39.363223
MO	Homestown city	-89.824233	36.331823
MO	Hopkins city	-94.817021	40.55112
MO	Hornersville city	-90.116377	36.040224
MO	Houston city	-91.961179	37.321005
MO	Houstonia city	-93.359417	38.899357
MO	Houston Lake city	-94.620165	39.190127
MO	Howardville city	-89.597123	36.56845
MO	Hughesville village	-93.29517	38.83689
MO	Humansville city	-93.577034	37.795122
MO	Hume town	-94.583214	38.090412
MO	Humphreys village	-93.321709	40.123309
MO	Hunnewell city	-91.858884	39.667961
MO	Huntleigh city	-90.40886	38.6131
MO	Huntsdale town	-92.472185	38.91153
MO	Huntsville city	-92.543993	39.436375
MO	Hurdland city	-92.302632	40.148386
MO	Hurley city	-93.49953	36.93057
MO	Iatan village	-94.983782	39.477296
MO	Iberia city	-92.296182	38.088684
MO	Independence city	-94.351292	39.085258
MO	Indian Point village	-93.34435	36.647159
MO	Innsbrook village	-91.054396	38.761624
MO	Ionia town	-93.323534	38.503722
MO	Irena village	-94.389875	40.540255
MO	Irondale city	-90.670146	37.837352
MO	Iron Mountain Lake city	-90.616949	37.686519
MO	Ironton city	-90.629242	37.595698
MO	Jackson city	-89.654073	37.379922
MO	Jacksonville village	-92.473067	39.587747
MO	Jameson town	-93.987789	40.005852
MO	Jamesport city	-93.802585	39.974637
MO	Jamestown town	-92.483904	38.769237
MO	Jasper city	-94.302795	37.335665
MO	Jefferson City city	-92.175254	38.567461
MO	Jennings city	-90.264261	38.723036
MO	Jerico Springs village	-94.01549	37.619045
MO	Jonesburg city	-91.305698	38.854117
MO	Joplin city	-94.502262	37.077509
MO	Josephville village	-90.787312	38.829533
MO	Junction City village	-90.293249	37.573962
MO	Kahoka city	-91.718706	40.42362
MO	Kansas City city	-94.551136	39.125212
MO	Kearney city	-94.358562	39.354782
MO	Kelso village	-89.5504	37.192215
MO	Kennett city	-90.047393	36.240279
MO	Keytesville city	-92.937835	39.431351
MO	Kidder city	-94.102365	39.78191
MO	Kimberling City city	-93.424196	36.648016
MO	Kimmswick city	-90.364678	38.365575
MO	King City city	-94.525167	40.050567
MO	Kingdom City village	-91.93652	38.947505
MO	Kingston city	-94.038388	39.642576
MO	Kingsville city	-94.070761	38.74361
MO	Kinloch city	-90.324953	38.738404
MO	Kirbyville village	-93.157674	36.629383
MO	Kirksville city	-92.574562	40.198171
MO	Kirkwood city	-90.420881	38.579356
MO	Knob Noster city	-93.561432	38.767358
MO	Knox City city	-92.010197	40.14416
MO	Koshkonong town	-91.645996	36.597404
MO	La Belle city	-91.915288	40.116231
MO	Laclede city	-93.16972	39.787354
MO	Laddonia city	-91.642566	39.242798
MO	La Due village	-93.877669	38.312523
MO	Ladue city	-90.381455	38.637794
MO	La Grange city	-91.50229	40.046851
MO	Lake Annette city	-94.505837	38.653716
MO	Lake Lafayette city	-93.968705	38.948776
MO	Lake Lotawana city	-94.25924	38.903482
MO	Lake Mykee Town village	-92.101315	38.677936
MO	Lake Ozark city	-92.630046	38.200866
MO	Lake St. Louis city	-90.786605	38.782245
MO	Lakeshire city	-90.338128	38.539923
MO	Lakeside city	-92.625016	38.201487
MO	Lake Tapawingo city	-94.319559	39.020711
MO	Lake Tekakwitha village	-90.717745	38.442423
MO	Lake Waukomis city	-94.637818	39.232716
MO	Lake Winnebago city	-94.361788	38.820324
MO	Lamar city	-94.278428	37.493918
MO	Lamar Heights city	-94.293375	37.494409
MO	Lambert village	-89.554791	37.093757
MO	La Monte city	-93.423907	38.771682
MO	Lanagan town	-94.451705	36.606138
MO	Lancaster city	-92.531732	40.526324
MO	La Plata city	-92.490924	40.023942
MO	Laredo city	-93.44776	40.026112
MO	La Russell city	-94.060943	37.140236
MO	Lathrop city	-94.328629	39.551502
MO	Laurie city	-92.825356	38.207986
MO	Lawson city	-94.220311	39.432964
MO	Leadington city	-90.480781	37.83434
MO	Leadwood city	-90.589155	37.861742
MO	Leasburg village	-91.295322	38.094846
MO	Leawood village	-94.495866	37.034477
MO	Lebanon city	-92.65967	37.672131
MO	Lee's Summit city	-94.382768	38.918958
MO	Leeton city	-93.695224	38.583248
MO	Leonard village	-92.181961	39.894409
MO	Leslie village	-91.230951	38.417907
MO	Levasy city	-94.128124	39.135222
MO	Lewis and Clark Village town	-95.053455	39.535703
MO	Lewistown town	-91.813752	40.084789
MO	Lexington city	-93.869166	39.180262
MO	Liberal city	-94.515339	37.558839
MO	Liberty city	-94.418892	39.239313
MO	Licking city	-91.861146	37.500455
MO	Lilbourn city	-89.61308	36.590804
MO	Lincoln city	-93.33073	38.394141
MO	Linn city	-91.844989	38.478798
MO	Linn Creek city	-92.714201	38.043225
MO	Linneus city	-93.186594	39.877495
MO	Lithium village	-89.884745	37.83285
MO	Livonia village	-92.700484	40.492034
MO	Loch Lloyd village	-94.596432	38.829063
MO	Lock Springs village	-93.776157	39.848805
MO	Lockwood city	-93.958975	37.387106
MO	Lohman city	-92.364592	38.542898
MO	Loma Linda town	-94.59021	36.987931
MO	Lone Jack city	-94.174129	38.872498
MO	Longtown town	-89.774141	37.670308
MO	Louisburg village	-93.141047	37.756418
MO	Louisiana city	-91.062033	39.441456
MO	Lowry City city	-93.727225	38.14003
MO	Lucerne village	-93.291714	40.463699
MO	Ludlow town	-93.70259	39.65427
MO	Lupus town	-92.454006	38.84597
MO	Luray village	-91.884117	40.45234
MO	McBaine town	-92.456522	38.882193
MO	McCord Bend village	-93.503061	36.787442
MO	McFall city	-94.222302	40.111584
MO	Mackenzie village	-90.316321	38.580948
MO	McKittrick town	-91.444944	38.735657
MO	Macks Creek city	-92.963189	37.962936
MO	Macon city	-92.470545	39.742142
MO	Madison city	-92.213848	39.475454
MO	Maitland city	-95.077933	40.20222
MO	Malden city	-89.97862	36.59093
MO	Malta Bend town	-93.3635	39.193986
MO	Manchester city	-90.50644	38.583169
MO	Mansfield city	-92.580955	37.109843
MO	Maplewood city	-90.324023	38.612052
MO	Marble Hill city	-89.982053	37.30244
MO	Marceline city	-92.947679	39.717098
MO	Marionville city	-93.6356	37.002203
MO	Marlborough village	-90.339551	38.568181
MO	Marquand city	-90.167432	37.428786
MO	Marshall city	-93.202492	39.113855
MO	Marshfield city	-92.91124	37.341402
MO	Marston city	-89.605831	36.517177
MO	Marthasville city	-91.058042	38.630927
MO	Martinsburg town	-91.647373	39.100984
MO	Maryland Heights city	-90.471815	38.716911
MO	Maryville city	-94.870028	40.3434
MO	Matthews city	-89.567477	36.7568
MO	Maysville city	-94.368991	39.885628
MO	Mayview city	-93.833297	39.052766
MO	Meadville city	-93.298072	39.787177
MO	Memphis city	-92.169929	40.460798
MO	Mendon city	-93.133926	39.590583
MO	Mercer town	-93.529909	40.510635
MO	Merriam Woods village	-93.174594	36.720216
MO	Merwin village	-94.590797	38.404093
MO	Meta city	-92.165626	38.312259
MO	Metz town	-94.442531	37.99678
MO	Mexico city	-91.87277	39.162169
MO	Miami city	-93.225907	39.322473
MO	Middletown town	-91.413846	39.128655
MO	Milan city	-93.124004	40.203239
MO	Milford village	-94.158166	37.586264
MO	Millard village	-92.545962	40.10749
MO	Miller city	-93.840972	37.215137
MO	Mill Spring village	-90.677862	37.065084
MO	Milo village	-94.305146	37.755412
MO	Mindenmines city	-94.578883	37.478614
MO	Miner city	-89.535886	36.906857
MO	Mineral Point town	-90.724638	37.945571
MO	Miramiguoa Park village	-91.068683	38.238969
MO	Missouri City city	-94.301263	39.239029
MO	Moberly city	-92.435938	39.417056
MO	Mokane city	-91.872446	38.67444
MO	Moline Acres city	-90.243005	38.745405
MO	Monett city	-93.925938	36.921766
MO	Monroe City city	-91.732494	39.65439
MO	Montgomery City city	-91.503485	38.974956
MO	Monticello village	-91.713054	40.118961
MO	Montrose city	-93.982434	38.258645
MO	Mooresville village	-93.720906	39.74666
MO	Morehouse city	-89.691056	36.846405
MO	Morley city	-89.61223	37.043325
MO	Morrison city	-91.632484	38.67005
MO	Morrisville town	-93.430454	37.477389
MO	Mosby city	-94.299344	39.316382
MO	Moscow Mills city	-90.925089	38.939951
MO	Mound City city	-95.233979	40.136526
MO	Moundville town	-94.450947	37.764684
MO	Mountain Grove city	-92.266291	37.134222
MO	Mountain View city	-91.701924	36.993607
MO	Mount Leonard town	-93.394515	39.125446
MO	Mount Moriah town	-93.797065	40.329255
MO	Mount Vernon city	-93.819559	37.105483
MO	Napoleon city	-94.089589	39.128308
MO	Naylor city	-90.605575	36.57447
MO	Neck City city	-94.444881	37.254904
MO	Neelyville city	-90.513676	36.556292
MO	Nelson city	-93.030832	38.994544
MO	Neosho city	-94.399212	36.846848
MO	Nevada city	-94.34963	37.844887
MO	Newark village	-91.973588	39.994402
MO	New Bloomfield city	-92.091656	38.717203
MO	Newburg city	-91.899906	37.916656
MO	New Cambria city	-92.751273	39.776679
MO	New Florence city	-91.454789	38.908466
MO	New Franklin city	-92.744713	39.015035
MO	New Hampton city	-94.195089	40.264766
MO	New Haven city	-91.217775	38.605006
MO	New London city	-91.398899	39.584202
MO	New Madrid city	-89.552713	36.585674
MO	New Melle city	-90.885344	38.720079
MO	Newtonia town	-94.183683	36.879345
MO	Newtown town	-93.332564	40.374454
MO	Niangua city	-92.830136	37.388909
MO	Nixa city	-93.296336	37.047686
MO	Noel city	-94.490737	36.542002
MO	Norborne city	-93.675967	39.302423
MO	Normandy city	-90.300858	38.707038
MO	North Kansas City city	-94.564736	39.139536
MO	North Lilbourn village	-89.621989	36.601814
MO	Northmoor city	-94.605488	39.184509
MO	Northwoods city	-90.282381	38.703542
MO	Norwood city	-92.418931	37.107192
MO	Norwood Court town	-90.289674	38.714393
MO	Novelty village	-92.20716	40.012462
MO	Novinger city	-92.706968	40.234435
MO	Oak Grove city	-94.128441	39.007033
MO	Oak Grove Village village	-91.149485	38.227763
MO	Oakland city	-90.384891	38.576899
MO	Oak Ridge town	-89.729524	37.498611
MO	Oaks village	-94.571971	39.197007
MO	Oakview village	-94.57041	39.208549
MO	Oakwood village	-94.570566	39.200484
MO	Oakwood Park village	-94.573831	39.204721
MO	Odessa city	-93.966404	38.999397
MO	O'Fallon city	-90.715351	38.783504
MO	Old Appleton town	-89.710705	37.593907
MO	Old Monroe city	-90.746826	38.939006
MO	Olean town	-92.530003	38.410357
MO	Olivette city	-90.378365	38.672467
MO	Olympian Village city	-90.458359	38.134658
MO	Oran city	-89.653207	37.085673
MO	Oregon city	-95.143106	39.985597
MO	Oronogo city	-94.463867	37.191744
MO	Orrick city	-94.1254	39.213291
MO	Osage Beach city	-92.64924	38.134496
MO	Osborn city	-94.356902	39.749851
MO	Osceola city	-93.698005	38.046759
MO	Osgood village	-93.350531	40.197328
MO	Otterville city	-93.002769	38.702925
MO	Overland city	-90.368346	38.695945
MO	Owensville city	-91.497361	38.348438
MO	Ozark city	-93.214879	37.017541
MO	Pacific city	-90.754638	38.481678
MO	Pagedale city	-90.308128	38.680065
MO	Palmyra city	-91.527786	39.798919
MO	Paris city	-92.003883	39.47722
MO	Parkdale village	-90.527063	38.48089
MO	Park Hills city	-90.510945	37.821655
MO	Parkville city	-94.704281	39.214453
MO	Parkway village	-90.971653	38.336909
MO	Parma city	-89.818126	36.611053
MO	Parnell city	-94.621808	40.438587
MO	Pasadena Hills city	-90.292092	38.70837
MO	Pasadena Park village	-90.297457	38.711008
MO	Pascola village	-89.825805	36.267263
MO	Passaic town	-94.348985	38.321631
MO	Pattonsburg city	-94.106552	40.071638
MO	Paynesville village	-90.900295	39.262477
MO	Peaceful Village village	-90.542713	38.467653
MO	Peculiar city	-94.475765	38.729018
MO	Pendleton village	-91.231657	38.826328
MO	Penermon village	-89.830082	36.790958
MO	Perry city	-91.661845	39.433622
MO	Perryville city	-89.875612	37.725018
MO	Pevely city	-90.399088	38.287368
MO	Phillipsburg village	-92.789458	37.552588
MO	Pickering town	-94.841537	40.450261
MO	Piedmont city	-90.695747	37.150372
MO	Pierce City city	-94.003511	36.946883
MO	Pierpont village	-92.313182	38.863352
MO	Pilot Grove city	-92.912611	38.873626
MO	Pilot Knob city	-90.64484	37.623641
MO	Pine Lawn city	-90.275585	38.695288
MO	Pineville city	-94.391379	36.574294
MO	Pinhook village	-89.26948	36.73804
MO	Plato village	-92.218398	37.50163
MO	Platte City city	-94.767425	39.35792
MO	Platte Woods city	-94.652214	39.228782
MO	Plattsburg city	-94.463355	39.554166
MO	Pleasant Hill city	-94.272166	38.80588
MO	Pleasant Hope city	-93.275796	37.466086
MO	Pleasant Valley city	-94.480994	39.21727
MO	Pocahontas town	-89.639849	37.50161
MO	Pollock village	-93.08373	40.358357
MO	Polo city	-94.035583	39.551901
MO	Poplar Bluff city	-90.413871	36.763084
MO	Portage Des Sioux city	-90.342755	38.928841
MO	Portageville city	-89.699491	36.429439
MO	Potosi city	-90.775033	37.933742
MO	Powersville village	-93.299658	40.549811
MO	Prairie Home city	-92.59061	38.813596
MO	Prathersville village	-94.273755	39.315259
MO	Preston village	-93.212707	37.940963
MO	Princeton city	-93.588791	40.396329
MO	Purcell city	-94.439445	37.243297
MO	Purdin city	-93.164927	39.949959
MO	Purdy city	-93.920574	36.818772
MO	Puxico city	-90.158688	36.950489
MO	Queen City city	-92.566678	40.411775
MO	Quitman town	-95.076641	40.373341
MO	Qulin city	-90.246295	36.595255
MO	Randolph village	-94.493125	39.156068
MO	Ravenwood town	-94.671664	40.352611
MO	Raymondville town	-91.836469	37.339785
MO	Raymore city	-94.45832	38.803303
MO	Raytown city	-94.464988	38.995095
MO	Rayville village	-94.064731	39.347766
MO	Rea city	-94.764441	40.060961
MO	Redings Mill village	-94.516761	37.019703
MO	Reeds town	-94.168242	37.11647
MO	Reeds Spring city	-93.381261	36.739321
MO	Renick village	-92.410916	39.341929
MO	Rensselaer village	-91.538918	39.669671
MO	Republic city	-93.478172	37.105643
MO	Revere town	-91.676299	40.49437
MO	Rhineland town	-91.517369	38.72273
MO	Richards town	-94.55741	37.909959
MO	Rich Hill city	-94.363462	38.095872
MO	Richland city	-92.399744	37.861142
MO	Richmond city	-93.973464	39.275595
MO	Richmond Heights city	-90.333024	38.630879
MO	Ridgely village	-94.64025	39.453663
MO	Ridgeway city	-93.937845	40.377824
MO	Risco city	-89.818654	36.551667
MO	Ritchey town	-94.185792	36.944031
MO	River Bend village	-94.389814	39.177948
MO	Riverside city	-94.632534	39.172197
MO	Riverview village	-90.210888	38.744127
MO	Riverview Estates village	-94.524603	38.748856
MO	Rives town	-90.011461	36.094462
MO	Rocheport city	-92.563388	38.979349
MO	Rockaway Beach city	-93.158168	36.703034
MO	Rock Hill city	-90.367334	38.608992
MO	Rock Port city	-95.533087	40.410911
MO	Rockville city	-94.080321	38.072216
MO	Rogersville city	-93.074277	37.115358
MO	Rolla city	-91.761203	37.94594
MO	Roscoe village	-93.817562	37.976642
